4,22,40
4,23,40
4,24,40
4,25,40
4,26,40
4,27,40
4,28,40
4,29,40
4,30,40
4,31,40
4,32,40
4,33,40
4,34,40
4,35,40
4,36,40
4,37,40
4,38,40
4,39,40
5,0,40
5,1,40
5,2,40
5,3,40
5,4,40
5,5,40
5,6,40
5,7,40
5,8,40
5,9,40
5,10,40
5,11,40
5,12,40
5,13,40
5,14,40
5,15,40
5,16,40
5,17,40
5,18,40
5,19,40
5,20,40
5,21,40
5,22,40
5,23,40
5,24,40
5,25,40
5,26,40
5,27,40
5,28,40
5,29,40
5,30,40
5,31,40
5,32,40
5,33,40
5,34,40
5,35,40
5,36,40
5,37,40
5,38,40
5,39,40
6,0,40
6,1,40
6,2,40
6,3,40
6,4,40
6,5,40
6,6,40
6,7,40
6,8,40
6,9,40
6,10,40
6,11,40
6,12,40
6,13,40
6,14,40
6,15,40
6,16,40
6,17,40
6,18,40
6,19,40
6,20,40
6,21,40
6,22,40
6,23,40
6,24,40
6,25,40
6,26,40
6,27,40
6,28,40
6,29,40
6,30,40
6,31,40
6,32,40
6,33,40
6,34,40
6,35,40
6,36,40
6,37,40
6,38,40
6,39,40
7,0,40
7,1,40
7,2,40
7,3,40
7,4,40
7,5,40
7,6,40
7,7,40
7,8,40
7,9,40
7,10,40
7,11,40
7,12,40
7,13,40
7,14,40
7,15,40
7,16,40
7,17,40
7,18,40
7,19,40
7,20,40
7,21,40
7,22,40
7,23,40
7,24,40
7,25,40
7,26,40
7,27,40
7,28,40
7,29,40
7,30,40
7,31,40
7,32,40
7,33,40
7,34,40
7,35,40
7,36,40
7,37,40
7,38,40
7,39,40
8,0,40
8,1,40
8,2,40
8,3,40
8,4,40
8,5,40
8,6,40
8,7,40
8,8,40
8,9,40
8,10,40
8,11,40
8,12,40
8,13,40
8,14,40
8,15,40
8,16,40
8,17,40
8,18,40
8,19,40
8,20,40
8,21,40
8,22,40
8,23,40
8,24,40
8,25,40
8,26,40
8,27,40
8,28,40
8,29,40
8,30,40
8,31,40
8,32,40
8,33,40
8,34,40
8,35,40
8,36,40
8,37,40
8,38,40
8,39,40
9,0,40
9,1,40
9,2,40
9,3,40
9,4,40
9,5,40
9,6,40
9,7,40
9,8,40
9,9,40
9,10,40
9,11,40
9,12,40
9,13,40
9,14,40
9,15,40
9,16,40
9,17,40
9,18,40
9,19,40
9,20,40
9,21,40
9,22,40
9,23,40
9,24,40
9,25,40
9,26,40
9,27,40
9,28,40
9,29,40
9,30,40
9,31,40
9,32,40
9,33,40
9,34,40
9,35,40
9,36,40
9,37,40
9,38,40
9,39,40
10,0,40
10,1,40
10,2,40
10,3,40
10,4,40
10,5,40
10,6,40
10,7,40
10,8,40
10,9,40
10,10,40
10,11,40
10,12,40
10,13,40
10,14,40
10,15,40
10,16,40
10,17,40
10,18,40
10,19,40
10,20,40
10,21,40
10,22,40
10,23,40
10,24,40
10,25,40
10,26,40
10,27,40
10,28,40
10,29,40
10,30,40
10,31,40
10,32,40
10,33,40
10,34,40
10,35,40
10,36,40
10,37,40
10,38,40
10,39,40
11,0,40
11,1,40
11,2,40
11,3,40
11,4,40
11,5,40
11,6,40
11,7,40
11,8,40
11,9,40
11,10,40
11,11,40
11,12,40
11,13,40
11,14,40
11,15,40
11,16,40
11,17,40
11,18,40
11,19,40
11,20,40
11,21,40
11,22,40
11,23,40
11,24,40
11,25,40
11,26,40
11,27,40
11,28,40
11,29,40
11,30,40
11,31,40
11,32,40
11,33,40
11,34,40
11,35,40
11,36,40
11,37,40
11,38,40
11,39,40
12,0,40
12,1,40
12,2,40
12,3,40
12,4,40
12,5,40
12,6,40
12,7,40
12,8,40
12,9,40
12,10,40
12,11,40
12,12,40
12,13,40
12,14,40
12,15,40
12,16,40
12,17,40
12,18,40
12,19,40
12,20,40
12,21,40
12,22,40
12,23,40
12,24,40
12,25,40
12,26,40
12,27,40
12,28,40
12,29,40
12,30,40
12,31,40
12,32,40
12,33,40
12,34,40
12,35,40
12,36,40
12,37,40
12,38,40
12,39,40
13,0,40
13,1,40
13,2,40
13,3,40
13,4,40
13,5,40
13,6,40
13,7,40
13,8,40
13,9,40
13,10,40
13,11,40
13,12,40
13,13,40
13,14,40
13,15,40
13,16,40
13,17,40
13,18,40
13,19,40
13,20,40
13,21,40
13,22,40
13,23,40
13,24,40
13,25,40
13,26,40
13,27,40
13,28,40
13,29,40
13,30,40
13,31,40
13,32,40
13,33,40
13,34,40
13,35,40
13,36,40
13,37,40
13,38,40
13,39,40
14,0,40
14,1,40
14,2,40
14,3,40
14,4,40
14,5,40
14,6,40
14,7,40
14,8,40
14,9,40
14,10,40
14,11,40
14,12,40
14,13,40
14,14,40
14,15,40
14,16,40
14,17,40
14,18,40
14,19,40
14,20,40
14,21,40
14,22,40
14,23,40
14,24,40
14,25,40
14,26,40
14,27,40
14,28,40
14,29,40
14,30,40
14,31,40
14,32,40
14,33,40
14,34,40
14,35,40
14,36,40
14,37,40
14,38,40
14,39,40
15,0,40
15,1,40
15,2,40
15,3,40
15,4,40
15,5,40
15,6,40
15,7,40
15,8,40
15,9,40
15,10,40
15,11,40
15,12,40
15,13,40
15,14,40
15,15,40
15,16,40
15,17,40
15,18,40
15,19,40
15,20,40
15,21,40
15,22,40
15,23,40
15,24,40
15,25,40
15,26,40
15,27,40
15,28,40
15,29,40
15,30,40
15,31,40
15,32,40
15,33,40
15,34,40
15,35,40
15,36,40
15,37,40
15,38,40
15,39,40
16,0,40
16,1,40
16,2,40
16,3,40
16,4,40
16,5,40
16,6,40
16,7,40
16,8,40
16,9,40
16,10,40
16,11,40
16,12,40
16,13,40
16,14,40
16,15,40
16,16,40
16,17,40
16,18,40
16,19,40
16,20,40
16,21,40
16,22,40
16,23,40
16,24,40
16,25,40
16,26,40
16,27,40
16,28,40
16,29,40
16,30,40
16,31,40
16,32,40
16,33,40
16,34,40
16,35,40
16,36,40
16,37,40
16,38,40
16,39,40
17,0,40
17,1,40
17,2,40
17,3,40
17,4,40
17,5,40
17,6,40
17,7,40
17,8,40
17,9,40
17,10,40
17,11,40
17,12,40
17,13,40
17,14,40
17,15,40
17,16,40
17,17,40
17,18,40
17,19,40
17,20,40
17,21,40
17,22,40
17,23,40
17,24,40
17,25,40
17,26,40
17,27,40
17,28,40
17,29,40
17,30,40
17,31,40
17,32,40
17,33,40
17,34,40
17,35,40
17,36,40
17,37,40
17,38,40
17,39,40
18,0,40
18,1,40
18,2,40
18,3,40
18,4,40
18,5,40
18,6,40
18,7,40
18,8,40
18,9,40
18,10,40
18,11,40
18,12,40
18,13,40
18,14,40
18,15,40
18,16,40
18,17,40
18,18,40
18,19,40
18,20,40
18,21,40
18,22,40
18,23,40
18,24,40
18,25,40
18,26,40
18,27,40
18,28,40
18,29,40
18,30,40
18,31,40
18,32,40
18,33,40
18,34,40
18,35,40
18,36,40
18,37,40
18,38,40
18,39,40
19,0,40
19,1,40
19,2,40
19,3,40
19,4,40
19,5,40
19,6,40
19,7,40
19,8,40
19,9,40
19,10,40
19,11,40
19,12,40
19,13,40
19,14,40
19,15,40
19,16,40
19,17,40
19,18,40
19,19,40
19,20,40
19,21,40
19,22,40
19,23,40
19,24,40
19,25,40
19,26,40
19,27,40
19,28,40
19,29,40
19,30,40
19,31,40
19,32,40
19,33,40
19,34,40
19,35,40
19,36,40
19,37,40
19,38,40
19,39,40
20,0,40
20,1,40
20,2,40
20,3,40
20,4,40
20,5,40
20,6,40
20,7,40
20,8,40
20,9,40
20,10,40
20,11,40
20,12,40
20,13,40
20,14,40
20,15,40
20,16,40
20,17,40
20,18,40
20,19,40
20,20,40
20,21,40
20,22,40
20,23,40
20,24,40
20,25,40
20,26,40
20,27,40
20,28,40
20,29,40
20,30,40
20,31,40
20,32,40
20,33,40
20,34,40
20,35,40
20,36,40
20,37,40
20,38,40
20,39,40
21,0,40
21,1,40
21,2,40
21,3,40
21,4,40
21,5,40
21,6,40
21,7,40
21,8,40
21,9,40
21,10,40
21,11,40
21,12,40
21,13,40
21,14,40
21,15,40
21,16,40
21,17,40
21,18,40
21,19,40
21,20,40
21,21,40
21,22,40
21,23,40
21,24,40
21,25,40
21,26,40
21,27,40
21,28,40
21,29,40
21,30,40
21,31,40
21,32,40
21,33,40
21,34,40
21,35,40
21,36,40
21,37,40
21,38,40
21,39,40
22,0,40
22,1,40
22,2,40
22,3,40
22,4,40
22,5,40
22,6,40
22,7,40
22,8,40
22,9,40
22,10,40
22,11,40
22,12,40
22,13,40
22,14,40
22,15,40
22,16,40
22,17,40
22,18,40
22,19,40
22,20,40
22,21,40
22,22,40
22,23,40
22,24,40
22,25,40
22,26,40
22,27,40
22,28,40
22,29,40
22,30,40
22,31,40
22,32,40
22,33,40
22,34,40
22,35,40
22,36,40
22,37,40
22,38,40
22,39,40
23,0,40
23,1,40
23,2,40
23,3,40
23,4,40
23,5,40
23,6,40
23,7,40
23,8,40
23,9,40
23,10,40
23,11,40
23,12,40
23,13,40
23,14,40
23,15,40
23,16,40
23,17,40
23,18,40
23,19,40
23,20,40
23,21,40
23,22,40
23,23,40
23,24,40
23,25,40
23,26,40
23,27,40
23,28,40
23,29,40
23,30,40
23,31,40
23,32,40
23,33,40
23,34,40
23,35,40
23,36,40
23,37,40
23,38,40
23,39,40
24,0,40
24,1,40
24,2,40
24,3,40
24,4,40
24,5,40
24,6,40
24,7,40
24,8,40
24,9,40
24,10,40
24,11,40
24,12,40
24,13,40
24,14,40
24,15,40
24,16,40
24,17,40
24,18,40
24,19,40
24,20,40
24,21,40
24,22,40
24,23,40
24,24,40
24,25,40
24,26,40
24,27,40
24,28,40
24,29,40
24,30,40
24,31,40
24,32,40
24,33,40
24,34,40
24,35,40
24,36,40
24,37,40
24,38,40
24,39,40
25,0,40
25,1,40
25,2,40
25,3,40
25,4,40
25,5,40
25,6,40
25,7,40
25,8,40
25,9,40
25,10,40
25,11,40
25,12,40
25,13,40
25,14,40
25,15,40
25,16,40
25,17,40
25,18,40
25,19,40
25,20,40
25,21,40
25,22,40
25,23,40
25,24,40
25,25,40
25,26,40
25,27,40
25,28,40
25,29,40
25,30,40
25,31,40
25,32,40
25,33,40
25,34,40
25,35,40
25,36,40
25,37,40
25,38,40
25,39,40
26,0,40
26,1,40
26,2,40
26,3,40
26,4,40
26,5,40
26,6,40
26,7,40
26,8,40
26,9,40
26,10,40
26,11,40
26,12,40
26,13,40
26,14,40
26,15,40
26,16,40
26,17,40
26,18,40
26,19,40
26,20,40
26,21,40
26,22,40
26,23,40
26,24,40
26,25,40
26,26,40
26,27,40
26,28,40
26,29,40
26,30,40
26,31,40
26,32,40
26,33,40
26,34,40
26,35,40
26,36,40
26,37,40
26,38,40
26,39,40
27,0,40
27,1,40
27,2,40
27,3,40
27,4,40
27,5,40
27,6,40
27,7,40
27,8,40
27,9,40
27,10,40
27,11,40
27,12,40
27,13,40
27,14,40
27,15,40
27,16,40
27,17,40
27,18,40
27,19,40
27,20,40
27,21,40
27,22,40
27,23,40
27,24,40
27,25,40
27,26,40
27,27,40
27,28,40
27,29,40
27,30,40
27,31,40
27,32,40
27,33,40
27,34,40
27,35,40
27,36,40
27,37,40
27,38,40
27,39,40
28,0,40
28,1,40
28,2,40
28,3,40
28,4,40
28,5,40
28,6,40
28,7,40
28,8,40
28,9,40
28,10,40
28,11,40
28,12,40
28,13,40
28,14,40
28,15,40
28,16,40
28,17,40
28,18,40
28,19,40
28,20,40
28,21,40
28,22,40
28,23,40
28,24,40
28,25,40
28,26,40
28,27,40
28,28,40
28,29,40
28,30,40
28,31,40
28,32,40
28,33,40
28,34,40
28,35,40
28,36,40
28,37,40
28,38,40
28,39,40
29,0,40
29,1,40
29,2,40
29,3,40
29,4,40
29,5,40
29,6,40
29,7,40
29,8,40
29,9,40
29,10,40
29,11,40
29,12,40
29,13,40
29,14,40
29,15,40
29,16,40
29,17,40
29,18,40
29,19,40
29,20,40
29,21,40
29,22,40
29,23,40
29,24,40
29,25,40
29,26,40
29,27,40
29,28,40
29,29,40
29,30,40
29,31,40
29,32,40
29,33,40
29,34,40
29,35,40
29,36,40
29,37,40
29,38,40
29,39,40
30,0,40
30,1,40
30,2,40
30,3,40
30,4,40
30,5,40
30,6,40
30,7,40
30,8,40
30,9,40
30,10,40
30,11,40
30,12,40
30,13,40
30,14,40
30,15,40
30,16,40
30,17,40
30,18,40
30,19,40
30,20,40
30,21,40
30,22,40
30,23,40
30,24,40
30,25,40
30,26,40
30,27,40
30,28,40
30,29,40
30,30,40
30,31,40
30,32,40
30,33,40
30,34,40
30,35,40
30,36,40
30,37,40
30,38,40
30,39,40
31,0,40
31,1,40
31,2,40
31,3,40
31,4,40
31,5,40
31,6,40
31,7,40
31,8,40
31,9,40
31,10,40
31,11,40
31,12,40
31,13,40
31,14,40
31,15,40
31,16,40
31,17,40
31,18,40
31,19,40
31,20,40
31,21,40
31,22,40
31,23,40
31,24,40
31,25,40
31,26,40
31,27,40
31,28,40
31,29,40
31,30,40
31,31,40
31,32,40
31,33,40
31,34,40
31,35,40
31,36,40
31,37,40
31,38,40
31,39,40
32,0,40
32,1,40
32,2,40
32,3,40
32,4,40
32,5,40
32,6,40
32,7,40
32,8,40
32,9,40
32,10,40
32,11,40
32,12,40
32,13,40
32,14,40
32,15,40
32,16,40
32,17,40
32,18,40
32,19,40
32,20,40
32,21,40
32,22,40
32,23,40
32,24,40
32,25,40
32,26,40
32,27,40
32,28,40
32,29,40
32,30,40
32,31,40
32,32,40
32,33,40
32,34,40
32,35,40
32,36,40
32,37,40
32,38,40
32,39,40
33,0,40
33,1,40
33,2,40
33,3,40
33,4,40
33,5,40
33,6,40
33,7,40
33,8,40
33,9,40
33,10,40
33,11,40
33,12,40
33,13,40
33,14,40
33,15,40
33,16,40
33,17,40
33,18,40
33,19,40
33,20,40
33,21,40
33,22,40
33,23,40
33,24,40
33,25,40
33,26,40
33,27,40
33,28,40
33,29,40
33,30,40
33,31,40
33,32,40
33,33,40
33,34,40
33,35,40
33,36,40
33,37,40
33,38,40
33,39,40
34,0,40
34,1,40
34,2,40
34,3,40
34,4,40
34,5,40
34,6,40
34,7,40
34,8,40
34,9,40
34,10,40
34,11,40
34,12,40
34,13,40
34,14,40
34,15,40
34,16,40
34,17,40
34,18,40
34,19,40
34,20,40
34,21,40
34,22,40
34,23,40
34,24,40
34,25,40
34,26,40
34,27,40
34,28,40
34,29,40
34,30,40
34,31,40
34,32,40
34,33,40
34,34,40
34,35,40
34,36,40
34,37,40
34,38,40
34,39,40
35,0,40
35,1,40
35,2,40
35,3,40
35,4,40
35,5,40
35,6,40
35,7,40
35,8,40
35,9,40
35,10,40
35,11,40
35,12,40
35,13,40
35,14,40
35,15,40
35,16,40
35,17,40
35,18,40
35,19,40
35,20,40
35,21,40
35,22,40
35,23,40
35,24,40
35,25,40
35,26,40
35,27,40
35,28,40
35,29,40
35,30,40
35,31,40
35,32,40
35,33,40
35,34,40
35,35,40
35,36,40
35,37,40
35,38,40
35,39,40
36,0,40
36,1,40
36,2,40
36,3,40
36,4,40
36,5,40
36,6,40
36,7,40
36,8,40
36,9,40
36,10,40
36,11,40
36,12,40
36,13,40
36,14,40
36,15,40
36,16,40
36,17,40
36,18,40
36,19,40
36,20,40
36,21,40
36,22,40
36,23,40
36,24,40
36,25,40
36,26,40
36,27,40
36,28,40
36,29,40
36,30,40
36,31,40
36,32,40
36,33,40
36,34,40
36,35,40
36,36,40
36,37,40
36,38,40
36,39,40
37,0,40
37,1,40
37,2,40
37,3,40
37,4,40
37,5,40
37,6,40
37,7,40
37,8,40
37,9,40
37,10,40
37,11,40
37,12,40
37,13,40
37,14,40
37,15,40
37,16,40
37,17,40
37,18,40
37,19,40
37,20,40
37,21,40
37,22,40
37,23,40
37,24,40
37,25,40
37,26,40
37,27,40
37,28,40
37,29,40
37,30,40
37,31,40
37,32,40
37,33,40
37,34,40
37,35,40
37,36,40
37,37,40
37,38,40
37,39,40
38,0,40
38,1,40
38,2,40
38,3,40
38,4,40
38,5,40
38,6,40
38,7,40
38,8,40
38,9,40
38,10,40
38,11,40
38,12,40
38,13,40
38,14,40
38,15,40
38,16,40
38,17,40
38,18,40
38,19,40
38,20,40
38,21,40
38,22,40
38,23,40
38,24,40
38,25,40
38,26,40
38,27,40
38,28,40
38,29,40
38,30,40
38,31,40
38,32,40
38,33,40
38,34,40
38,35,40
38,36,40
38,37,40
38,38,40
38,39,40
39,0,40
39,1,40
39,2,40
39,3,40
39,4,40
39,5,40
39,6,40
39,7,40
39,8,40
39,9,40
39,10,40
39,11,40
39,12,40
39,13,40
39,14,40
39,15,40
39,16,40
39,17,40
39,18,40
39,19,40
39,20,40
39,21,40
39,22,40
39,23,40
39,24,40
39,25,40
39,26,40
39,27,40
39,28,40
39,29,40
39,30,40
39,31,40
39,32,40
39,33,40
39,34,40
39,35,40
39,36,40
39,37,40
39,38,40
39,39,40
END
